=== NEAR-EMPTY CSV FILES (1-5 data rows only — likely 1-2 stray trades) ===
Total: 3,927
These files have very few data rows (1-5). Either the strike had almost no
trading activity, or the data is incomplete. Vendor should confirm or backfill.

Format: SYMBOL  STRIKE  OPT  EXPIRY  ROWS  FILEPATH
NIFTY   19700  PE   2022-02-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-10/NIFTY_19700_PE_10_FEB_22.csv
NIFTY   19750  PE   2022-02-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-10/NIFTY_19750_PE_10_FEB_22.csv
NIFTY   19800  PE   2022-02-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-10/NIFTY_19800_PE_10_FEB_22.csv
NIFTY   15150  CE   2022-02-17  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_15150_CE_17_FEB_22.csv
NIFTY   15200  CE   2022-02-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_15200_CE_17_FEB_22.csv
NIFTY   15250  CE   2022-02-17  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_15250_CE_17_FEB_22.csv
NIFTY   15300  CE   2022-02-17  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_15300_CE_17_FEB_22.csv
NIFTY   15350  CE   2022-02-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_15350_CE_17_FEB_22.csv
NIFTY   15400  CE   2022-02-17  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_15400_CE_17_FEB_22.csv
NIFTY   15450  CE   2022-02-17  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_15450_CE_17_FEB_22.csv
NIFTY   15500  CE   2022-02-17  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_15500_CE_17_FEB_22.csv
NIFTY   15550  CE   2022-02-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_15550_CE_17_FEB_22.csv
NIFTY   15650  CE   2022-02-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_15650_CE_17_FEB_22.csv
NIFTY   15700  CE   2022-02-17  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_15700_CE_17_FEB_22.csv
NIFTY   15750  CE   2022-02-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_15750_CE_17_FEB_22.csv
NIFTY   15800  CE   2022-02-17  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_15800_CE_17_FEB_22.csv
NIFTY   15850  CE   2022-02-17  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_15850_CE_17_FEB_22.csv
NIFTY   15950  CE   2022-02-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_15950_CE_17_FEB_22.csv
NIFTY   18450  PE   2022-02-17  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_18450_PE_17_FEB_22.csv
NIFTY   18650  PE   2022-02-17  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_18650_PE_17_FEB_22.csv
NIFTY   18750  PE   2022-02-17  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_18750_PE_17_FEB_22.csv
NIFTY   18850  PE   2022-02-17  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_18850_PE_17_FEB_22.csv
NIFTY   18900  PE   2022-02-17  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_18900_PE_17_FEB_22.csv
NIFTY   18950  PE   2022-02-17  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_18950_PE_17_FEB_22.csv
NIFTY   19050  PE   2022-02-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_19050_PE_17_FEB_22.csv
NIFTY   19100  PE   2022-02-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_19100_PE_17_FEB_22.csv
NIFTY   19150  PE   2022-02-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_19150_PE_17_FEB_22.csv
NIFTY   19250  PE   2022-02-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_19250_PE_17_FEB_22.csv
NIFTY   19350  PE   2022-02-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_19350_PE_17_FEB_22.csv
NIFTY   19450  PE   2022-02-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_19450_PE_17_FEB_22.csv
NIFTY   19500  PE   2022-02-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_19500_PE_17_FEB_22.csv
NIFTY   19550  PE   2022-02-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_19550_PE_17_FEB_22.csv
NIFTY   19600  PE   2022-02-17  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_19600_PE_17_FEB_22.csv
NIFTY   19650  PE   2022-02-17  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_19650_PE_17_FEB_22.csv
NIFTY   19700  PE   2022-02-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_19700_PE_17_FEB_22.csv
NIFTY   19800  PE   2022-02-17  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-17/NIFTY_19800_PE_17_FEB_22.csv
NIFTY   15150  CE   2022-02-24  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-24/NIFTY_15150_CE_24_FEB_22.csv
NIFTY   15200  CE   2022-02-24  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-24/NIFTY_15200_CE_24_FEB_22.csv
NIFTY   15350  CE   2022-02-24  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-24/NIFTY_15350_CE_24_FEB_22.csv
NIFTY   18550  PE   2022-02-24  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-24/NIFTY_18550_PE_24_FEB_22.csv
NIFTY   18650  PE   2022-02-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-24/NIFTY_18650_PE_24_FEB_22.csv
NIFTY   18750  PE   2022-02-24  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-24/NIFTY_18750_PE_24_FEB_22.csv
NIFTY   18850  PE   2022-02-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-24/NIFTY_18850_PE_24_FEB_22.csv
NIFTY   18950  PE   2022-02-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-24/NIFTY_18950_PE_24_FEB_22.csv
NIFTY   19350  PE   2022-02-24  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-24/NIFTY_19350_PE_24_FEB_22.csv
NIFTY   19450  PE   2022-02-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-24/NIFTY_19450_PE_24_FEB_22.csv
NIFTY   19550  PE   2022-02-24  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-24/NIFTY_19550_PE_24_FEB_22.csv
NIFTY   19750  PE   2022-02-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-02-24/NIFTY_19750_PE_24_FEB_22.csv
NIFTY   14800  CE   2022-03-03  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_14800_CE_03_MAR_22.csv
NIFTY   14850  CE   2022-03-03  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_14850_CE_03_MAR_22.csv
NIFTY   14950  CE   2022-03-03  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_14950_CE_03_MAR_22.csv
NIFTY   15050  CE   2022-03-03  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_15050_CE_03_MAR_22.csv
NIFTY   15100  CE   2022-03-03  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_15100_CE_03_MAR_22.csv
NIFTY   15150  CE   2022-03-03  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_15150_CE_03_MAR_22.csv
NIFTY   15200  CE   2022-03-03  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_15200_CE_03_MAR_22.csv
NIFTY   15250  CE   2022-03-03  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_15250_CE_03_MAR_22.csv
NIFTY   15300  CE   2022-03-03  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_15300_CE_03_MAR_22.csv
NIFTY   18050  PE   2022-03-03  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_18050_PE_03_MAR_22.csv
NIFTY   18400  PE   2022-03-03  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_18400_PE_03_MAR_22.csv
NIFTY   18700  PE   2022-03-03  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_18700_PE_03_MAR_22.csv
NIFTY   18800  PE   2022-03-03  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_18800_PE_03_MAR_22.csv
NIFTY   18850  PE   2022-03-03  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_18850_PE_03_MAR_22.csv
NIFTY   18900  PE   2022-03-03  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_18900_PE_03_MAR_22.csv
NIFTY   18950  PE   2022-03-03  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_18950_PE_03_MAR_22.csv
NIFTY   19100  PE   2022-03-03  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_19100_PE_03_MAR_22.csv
NIFTY   19150  PE   2022-03-03  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_19150_PE_03_MAR_22.csv
NIFTY   19200  PE   2022-03-03  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_19200_PE_03_MAR_22.csv
NIFTY   19250  PE   2022-03-03  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_19250_PE_03_MAR_22.csv
NIFTY   19350  PE   2022-03-03  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_19350_PE_03_MAR_22.csv
NIFTY   19400  PE   2022-03-03  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_19400_PE_03_MAR_22.csv
NIFTY   19500  PE   2022-03-03  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_19500_PE_03_MAR_22.csv
NIFTY   19600  PE   2022-03-03  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_19600_PE_03_MAR_22.csv
NIFTY   19650  PE   2022-03-03  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_19650_PE_03_MAR_22.csv
NIFTY   19700  PE   2022-03-03  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-03/NIFTY_19700_PE_03_MAR_22.csv
NIFTY   14400  CE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_14400_CE_10_MAR_22.csv
NIFTY   14450  CE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_14450_CE_10_MAR_22.csv
NIFTY   14500  CE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_14500_CE_10_MAR_22.csv
NIFTY   14550  CE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_14550_CE_10_MAR_22.csv
NIFTY   14600  CE   2022-03-10  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_14600_CE_10_MAR_22.csv
NIFTY   14650  CE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_14650_CE_10_MAR_22.csv
NIFTY   14700  CE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_14700_CE_10_MAR_22.csv
NIFTY   18050  PE   2022-03-10  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_18050_PE_10_MAR_22.csv
NIFTY   18150  PE   2022-03-10  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_18150_PE_10_MAR_22.csv
NIFTY   18350  PE   2022-03-10  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_18350_PE_10_MAR_22.csv
NIFTY   18450  PE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_18450_PE_10_MAR_22.csv
NIFTY   18550  PE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_18550_PE_10_MAR_22.csv
NIFTY   18750  PE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_18750_PE_10_MAR_22.csv
NIFTY   18850  PE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_18850_PE_10_MAR_22.csv
NIFTY   19150  PE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_19150_PE_10_MAR_22.csv
NIFTY   19250  PE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_19250_PE_10_MAR_22.csv
NIFTY   19300  PE   2022-03-10  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_19300_PE_10_MAR_22.csv
NIFTY   19450  PE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_19450_PE_10_MAR_22.csv
NIFTY   19550  PE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_19550_PE_10_MAR_22.csv
NIFTY   19600  PE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_19600_PE_10_MAR_22.csv
NIFTY   19650  PE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_19650_PE_10_MAR_22.csv
NIFTY   19700  PE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_19700_PE_10_MAR_22.csv
NIFTY   19750  PE   2022-03-10  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-10/NIFTY_19750_PE_10_MAR_22.csv
NIFTY   14450  CE   2022-03-17  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_14450_CE_17_MAR_22.csv
NIFTY   14550  CE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_14550_CE_17_MAR_22.csv
NIFTY   14600  CE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_14600_CE_17_MAR_22.csv
NIFTY   14650  CE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_14650_CE_17_MAR_22.csv
NIFTY   14700  CE   2022-03-17  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_14700_CE_17_MAR_22.csv
NIFTY   15050  CE   2022-03-17  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_15050_CE_17_MAR_22.csv
NIFTY   18050  PE   2022-03-17  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_18050_PE_17_MAR_22.csv
NIFTY   18150  PE   2022-03-17  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_18150_PE_17_MAR_22.csv
NIFTY   18250  PE   2022-03-17  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_18250_PE_17_MAR_22.csv
NIFTY   18350  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_18350_PE_17_MAR_22.csv
NIFTY   18400  PE   2022-03-17  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_18400_PE_17_MAR_22.csv
NIFTY   18450  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_18450_PE_17_MAR_22.csv
NIFTY   18550  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_18550_PE_17_MAR_22.csv
NIFTY   18650  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_18650_PE_17_MAR_22.csv
NIFTY   18700  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_18700_PE_17_MAR_22.csv
NIFTY   18750  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_18750_PE_17_MAR_22.csv
NIFTY   18800  PE   2022-03-17  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_18800_PE_17_MAR_22.csv
NIFTY   18850  PE   2022-03-17  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_18850_PE_17_MAR_22.csv
NIFTY   18900  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_18900_PE_17_MAR_22.csv
NIFTY   18950  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_18950_PE_17_MAR_22.csv
NIFTY   19050  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_19050_PE_17_MAR_22.csv
NIFTY   19100  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_19100_PE_17_MAR_22.csv
NIFTY   19150  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_19150_PE_17_MAR_22.csv
NIFTY   19200  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_19200_PE_17_MAR_22.csv
NIFTY   19250  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_19250_PE_17_MAR_22.csv
NIFTY   19300  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_19300_PE_17_MAR_22.csv
NIFTY   19450  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_19450_PE_17_MAR_22.csv
NIFTY   19500  PE   2022-03-17  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_19500_PE_17_MAR_22.csv
NIFTY   19650  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_19650_PE_17_MAR_22.csv
NIFTY   19700  PE   2022-03-17  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_19700_PE_17_MAR_22.csv
NIFTY   19750  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_19750_PE_17_MAR_22.csv
NIFTY   19800  PE   2022-03-17  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-17/NIFTY_19800_PE_17_MAR_22.csv
NIFTY   14450  CE   2022-03-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_14450_CE_24_MAR_22.csv
NIFTY   14500  CE   2022-03-24  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_14500_CE_24_MAR_22.csv
NIFTY   14550  CE   2022-03-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_14550_CE_24_MAR_22.csv
NIFTY   14600  CE   2022-03-24  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_14600_CE_24_MAR_22.csv
NIFTY   14650  CE   2022-03-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_14650_CE_24_MAR_22.csv
NIFTY   14750  CE   2022-03-24  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_14750_CE_24_MAR_22.csv
NIFTY   14950  CE   2022-03-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_14950_CE_24_MAR_22.csv
NIFTY   15050  CE   2022-03-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_15050_CE_24_MAR_22.csv
NIFTY   15100  CE   2022-03-24  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_15100_CE_24_MAR_22.csv
NIFTY   15200  CE   2022-03-24  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_15200_CE_24_MAR_22.csv
NIFTY   15250  CE   2022-03-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_15250_CE_24_MAR_22.csv
NIFTY   15300  CE   2022-03-24  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_15300_CE_24_MAR_22.csv
NIFTY   15350  CE   2022-03-24  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_15350_CE_24_MAR_22.csv
NIFTY   15450  CE   2022-03-24  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_15450_CE_24_MAR_22.csv
NIFTY   15850  CE   2022-03-24  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_15850_CE_24_MAR_22.csv
NIFTY   15950  CE   2022-03-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_15950_CE_24_MAR_22.csv
NIFTY   18350  PE   2022-03-24  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_18350_PE_24_MAR_22.csv
NIFTY   18450  PE   2022-03-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_18450_PE_24_MAR_22.csv
NIFTY   18550  PE   2022-03-24  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_18550_PE_24_MAR_22.csv
NIFTY   18650  PE   2022-03-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_18650_PE_24_MAR_22.csv
NIFTY   18700  PE   2022-03-24  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_18700_PE_24_MAR_22.csv
NIFTY   18750  PE   2022-03-24  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_18750_PE_24_MAR_22.csv
NIFTY   18800  PE   2022-03-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_18800_PE_24_MAR_22.csv
NIFTY   18850  PE   2022-03-24  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_18850_PE_24_MAR_22.csv
NIFTY   18900  PE   2022-03-24  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_18900_PE_24_MAR_22.csv
NIFTY   18950  PE   2022-03-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_18950_PE_24_MAR_22.csv
NIFTY   19050  PE   2022-03-24  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_19050_PE_24_MAR_22.csv
NIFTY   19100  PE   2022-03-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_19100_PE_24_MAR_22.csv
NIFTY   19150  PE   2022-03-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_19150_PE_24_MAR_22.csv
NIFTY   19200  PE   2022-03-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_19200_PE_24_MAR_22.csv
NIFTY   19250  PE   2022-03-24  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-24/NIFTY_19250_PE_24_MAR_22.csv
NIFTY   14400  CE   2022-03-31  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-31/NIFTY_14400_CE_31_MAR_22.csv
NIFTY   14650  CE   2022-03-31  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-31/NIFTY_14650_CE_31_MAR_22.csv
NIFTY   15050  CE   2022-03-31  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-31/NIFTY_15050_CE_31_MAR_22.csv
NIFTY   15250  CE   2022-03-31  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-31/NIFTY_15250_CE_31_MAR_22.csv
NIFTY   18750  PE   2022-03-31  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-31/NIFTY_18750_PE_31_MAR_22.csv
NIFTY   18850  PE   2022-03-31  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-31/NIFTY_18850_PE_31_MAR_22.csv
NIFTY   18900  PE   2022-03-31  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-31/NIFTY_18900_PE_31_MAR_22.csv
NIFTY   18950  PE   2022-03-31  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-31/NIFTY_18950_PE_31_MAR_22.csv
NIFTY   19450  PE   2022-03-31  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-31/NIFTY_19450_PE_31_MAR_22.csv
NIFTY   19650  PE   2022-03-31  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-31/NIFTY_19650_PE_31_MAR_22.csv
NIFTY   19700  PE   2022-03-31  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-03-31/NIFTY_19700_PE_31_MAR_22.csv
